false	true	application/pdf	Framed Artwork Labels (Avery 5164)	group_labels_group.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2016-11-02T19:34:59.387Z	2016-11-02T19:34:59.387Z	/reports/760b2249-4b34-4b79-975a
false	false	application/pdf	Group Basic List	Group_List_Basic.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2021-05-07T19:17:37.987Z	2021-05-07T19:17:37.987Z	/reports/b7a6e4e7-f2fa-463e-9dfb
false	true	application/pdf	Public Research (group)	public_research_with_image_group.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2016-06-26T13:31:19.031Z	2016-06-26T13:31:19.031Z	/reports/959647eb-e682-477d-9630
false	true	application/pdf	Public Research (group) - Order by Object Name 	public_research_with_image_sort_objn.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2016-07-29T09:44:55.262Z	2016-07-29T09:44:55.262Z	/reports/a978d117-c331-4469-bc40
false	true	application/pdf	Researcher Large Image Group	research-large-image-group.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2019-08-30T02:41:34.088Z	2019-08-30T02:41:34.088Z	/reports/a684ccc9-6b83-46f7-9c56
false	true	application/pdf	Science Exhibition Checklist	sci_exh_checklist_group.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2019-02-28T09:45:50.819Z	2019-02-28T09:45:50.819Z	/reports/e80c1465-7ed8-4d16-9088
false	true	application/pdf	Tombstone Info	tombstone_info.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2016-07-19T16:27:27.939Z	2016-07-19T16:27:27.939Z	/reports/8b1f691a-6933-43cb-9ff5
false	true	application/pdf	Current Location Loan In (note)	current_location_loanin_grid_note.jrxml	false	true	Loanin	f9c3e50d-e692-40d8-9c41-e773dd02b32b	2018-12-07T12:26:09.861Z	2018-12-07T12:26:09.861Z	/reports/1f5f9c22-2824-408e-b832
false	true	application/pdf	Current Location Loan In (grid)	current_location_loanin_grid.jrxml	false	true	Loanin	f9c3e50d-e692-40d8-9c41-e773dd02b32b	2018-12-07T12:19:35.567Z	2018-12-07T12:19:35.567Z	/reports/e3995313-5947-4a88-898f
false	false	application/pdf	Loan In Basic List	LoansIn_List_Basic.jrxml	false	true	Loanin	f9c3e50d-e692-40d8-9c41-e773dd02b32b	2021-05-07T19:17:38.181Z	2021-05-07T19:17:38.181Z	/reports/d318b143-f21d-4648-a970
false	true	application/pdf	Condition Report Form Tour	condition_report_form_loanout_tour.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2019-03-21T07:39:17.172Z	2019-03-21T07:39:17.172Z	/reports/573aa087-0eb7-44da-8303
false	true	application/pdf	Condition Report Form Loan Out	condition_report_form_loanout.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2018-12-07T14:16:45.508Z	2018-12-07T14:16:45.508Z	/reports/2630f031-7974-4765-b2e1
false	true	application/pdf	Current Location Loan Out (note)	current_location_loanout_grid_note.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2018-12-07T10:27:44.252Z	2018-12-07T10:27:44.252Z	/reports/aef8974a-3d90-41e7-b5fc
false	true	application/pdf	Current Location Loan Out (grid)	current_location_loanout_grid.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2018-12-07T10:12:27.984Z	2018-12-07T10:12:27.984Z	/reports/5151b987-6964-4f9d-903f
false	true	application/pdf	Loan Out Gallery Labels w/image	loan_gallery_label_with_image.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2017-01-13T15:25:36.087Z	2017-01-13T15:25:36.087Z	/reports/bdfcb91a-ff01-43c1-a2a8
false	true	application/pdf	Loan Artwork Labels (Avery 5164)	loanout_labels_group.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2017-01-12T21:08:51.485Z	2017-01-12T21:08:51.485Z	/reports/32a97854-67bc-4319-ae9e
false	false	application/pdf	Loan Out Basic List	LoansOut_List_Basic.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2021-05-07T19:17:38.467Z	2021-05-07T19:17:38.467Z	/reports/c0d09ad0-d1e9-4679-aea4
false	true	application/pdf	Systematic Inventory	systematicInventory.jrxml	false	false	Locationitem		2021-05-07T19:17:39.857Z	2021-05-07T19:17:39.857Z	/reports/e55aabee-c9be-47ce-977d
false	true	application/pdf	Current Location Grid w/ note (loc)	current_location_loc_grid_note.jrxml	false	true	Movement	40fdca3a-ab37-4af0-9c6f	2018-12-10T04:55:14.237Z	2018-12-10T04:55:14.237Z	/reports/35f60a10-7600-43c4-b352
false	true	application/pdf	Current Location Grid (loc)	current_location_loc_grid.jrxml	false	true	Movement	40fdca3a-ab37-4af0-9c6f	2018-12-10T04:43:54.283Z	2018-12-10T04:43:54.283Z	/reports/b35c6e79-6f0c-442d-bf2d
false	true	application/pdf	Public Research w/ image (loc)	public_research_with_image_loc.jrxml	false	true	Movement	40fdca3a-ab37-4af0-9c6f	2018-12-10T04:08:24.940Z	2018-12-10T04:08:24.940Z	/reports/5f20fbea-c777-4ef5-8e6e
false	true	application/pdf	2 - BEFORE THE OTHER PEOPLE CAME before 1540	2 - BEFORE THE OTHER PEOPLE CAME before 1540.jrxml	false	true	CollectionObject		2017-05-16T18:04:31.193Z	2017-05-16T18:04:31.193Z	/reports/023ff822-d622-465a-8002
false	true	application/pdf	Before the Other People Came	Before the Other People Came.jrxml	false	true	CollectionObject		2018-01-06T06:10:25.986Z	2018-01-06T06:10:25.986Z	/reports/ff806c1b-1b68-43cc-894c
false	true	application/pdf	Building Modern California	Building Modern California.jrxml	false	true	CollectionObject		2018-01-06T06:10:29.410Z	2018-01-06T06:10:29.410Z	/reports/2ddb888d-6170-4b22-8f62
false	true	application/pdf	California To Be Continued...	California To Be Continued....jrxml	false	true	CollectionObject		2018-01-06T06:10:29.938Z	2018-01-06T06:10:29.938Z	/reports/8ded91b2-e1be-46f0-871c
false	true	application/pdf	Coming For Gold	Coming For Gold.jrxml	false	true	CollectionObject		2018-01-06T06:10:27.077Z	2018-01-06T06:10:27.077Z	/reports/c184a7b8-3e37-4023-ae29
false	true	application/pdf	Coming for Land	Coming for Land.jrxml	false	true	CollectionObject		2018-01-06T06:10:27.338Z	2018-01-06T06:10:27.338Z	/reports/5b847124-35d9-4e21-bdd4
false	true	application/pdf	Cornucopia California	Cornucopia California.jrxml	false	true	CollectionObject		2018-01-06T06:10:27.594Z	2018-01-06T06:10:27.594Z	/reports/23d96c46-caee-49bc-aa4b
false	true	application/pdf	Esto es Mexico	Esto es Mexico.jrxml	false	true	CollectionObject		2018-01-06T06:10:26.817Z	2018-01-06T06:10:26.817Z	/reports/c48b38e9-8ede-497b-86fe
false	true	application/pdf	Forces of Change	Forces of Change.jrxml	false	true	CollectionObject		2018-01-06T09:54:47.069Z	2018-01-06T06:10:29.683Z	/reports/f255f00f-066e-48ea-a81d
false	true	application/pdf	history gallery label book test	hist_label_booklet.jrxml	false	true	CollectionObject		2017-01-17T14:49:18.433Z	2017-01-17T14:49:18.433Z	/reports/a6cd93b4-8d4b-4a58-9369
false	true	application/pdf	History Hangout	History Hangout.jrxml	false	true	CollectionObject		2018-01-06T06:10:30.196Z	2018-01-06T06:10:30.196Z	/reports/f2858354-92d8-4de9-8dee
false	true	application/pdf	Hollywood Land: Coming for Dreams	Hollywood Land: Coming for Dreams.jrxml	false	true	CollectionObject		2018-01-06T06:10:28.615Z	2018-01-06T06:10:28.615Z	/reports/e5b611bb-4381-4e9c-ae86
false	true	application/pdf	label book section locations	label_book_locations.jrxml	false	true	CollectionObject		2018-10-01T09:22:10.730Z	2018-10-01T09:22:10.730Z	/reports/28191d62-8db2-4c68-ad2a
false	true	application/pdf	Legan los Viajeros Distantes (Distant Travelers Arrive)	Legan los Viajeros Distantes (Distant Travelers Arrive).jrxml	false	true	CollectionObject		2018-01-06T06:10:26.252Z	2018-01-06T06:10:26.252Z	/reports/0fe285c3-767a-42f5-99bd
false	true	application/pdf	Off to War	Off to War.jrxml	false	true	CollectionObject		2018-01-06T06:10:29.163Z	2018-01-06T06:10:29.163Z	/reports/58250f78-d874-4e81-9cb0
false	true	application/pdf	San Francisco-Boom and Bust	San Francisco-Boom and Bust.jrxml	false	true	CollectionObject		2018-01-06T06:10:28.106Z	2018-01-06T06:10:28.106Z	/reports/7f6e32b9-7e4b-4b3a-ad76
false	true	application/pdf	Seeking the Good Life in Southern California	Seeking the Good Life in Southern California.jrxml	false	true	CollectionObject		2018-01-06T06:10:28.358Z	2018-01-06T06:10:28.358Z	/reports/0624b7cb-4a23-4666-b4a7
false	true	application/pdf	Spanierds Claim This Land	Spanierds Claim This Land.jrxml	false	true	CollectionObject		2018-01-06T09:59:40.866Z	2018-01-06T06:10:26.508Z	/reports/d9b8af0c-59f1-4d62-aeae
false	true	application/pdf	The Railroad Brings People	The Railroad Brings People.jrxml	false	true	CollectionObject		2018-01-06T06:10:27.849Z	2018-01-06T06:10:27.849Z	/reports/d567abba-48c2-4390-a1bc
false	true	application/pdf	Trying to Escape the Great Depression	Trying to Escape the Great Depression.jrxml	false	true	CollectionObject		2018-01-06T06:10:28.881Z	2018-01-06T06:10:28.881Z	/reports/c239c566-240c-482a-8fec
false	true	application/pdf	1 - WELCOME TO CALIFORNIA	WELCOME_TO_CALIFORNIA.jrxml	false	true	CollectionObject		2017-01-23T05:33:40.135Z	2017-01-23T05:33:40.135Z	/reports/5107a173-5c54-4871-9146
false	false	application/pdf	Acquisition Ethnographic Object List	coreAcquisition.jrxml	false	true	Acquisition	9901f41a-4c85-49db-acb5	2021-05-07T19:17:38.658Z	2021-05-07T19:17:38.658Z	/reports/b79adb27-aea0-49a1-8c45
false	false	application/pdf	Group Object Ethnographic Object List	coreGroupObject.jrxml	false	true	Group	69e67714-2d51-41bd-b3d2	2021-05-07T19:17:38.867Z	2021-05-07T19:17:38.867Z	/reports/0e3224f0-1d68-49f9-b3ec
false	false	application/pdf	Intake Ethnographic Object List	coreIntake.jrxml	false	true	Intake		2021-05-07T19:17:39.127Z	2021-05-07T19:17:39.127Z	/reports/d1190c1d-37c2-4a75-889c
false	false	application/pdf	Loan In Ethnographic Object List	coreLoanIn.jrxml	false	true	Loanin	f9c3e50d-e692-40d8-9c41-e773dd02b32b	2021-05-07T19:17:39.303Z	2021-05-07T19:17:39.303Z	/reports/621b6c37-4004-4d29-911b
false	false	application/pdf	Loan Out Ethnographic Object List	coreLoanOut.jrxml	false	true	Loanout	7b4b7952-8693-4829-b328	2021-05-07T19:17:39.490Z	2021-05-07T19:17:39.490Z	/reports/e092d435-cb37-48e0-93e2
false	false	application/pdf	Object Exit Ethnographic Object List	coreObjectExit.jrxml	false	true	ObjectExit		2021-05-07T19:17:39.702Z	2021-05-07T19:17:39.702Z	/reports/ee0877e2-a0cb-4b20-9af1
